Petra DIAZ 49
David COSTA 21
Maryia FERRARI 53
Olha HUBER 58
Monika GARCIA 56
Josef SILVA 53
Richard NOVIKOVA 32
Marie BRAUN 31
Angela RUSSO 21
Mariya SHEVCHENKO 60
Denis RAMOS 32
Lyubov GOMEZ 52
Daniel SCHMIDT 29
Olga KARLSSON 59
Tatyana SMIRNOV 145
Ekaterina DAVIES 31
Juan WILLIAMS 94
Aleksey RUSSO 98
Jean SCHÄFER 33
Paul NOWAK 88
Christian HANSEN 69
Vasylyi JENSEN 66
Francesco KOVÁCS 42
Werner NAVARRO 22
Mária THOMAS 76
Alina FISCHER 65
Aleksey HERNANDEZ 85
Francesco HANSEN 55
Mikhail MEIER 28
Barbara WAGNER 28
Vladimir POPOVA 29
Sandra KOVÁCS 34
Monika VARGA 31
Werner TAYLOR 29
Vasylyi JONES 51
Elisabeth BROWN 69
Daniel WOLF 31
Monika SHEVCHENKO 28
Angela RODRIGUEZ 21
Michael MOROZOVA 42
Daniel POPOVA 28
Dmitriy VOLKOVA 28
Evgeniy SILVA 34
Hans TAYLOR 34
Marie BONDARENKO 37
Laura COSTA 101
Aleksandra NOVIKOVA 28
Valentyna JOHANSSON 36
Vera HOFFMANN 28
Tomasz SANTOS 39
Mario SOKOLOVA 21
Marina MARTINEZ 44
Ekaterina WILSON 31
Olga GONZALEZ 31
Vasylyi SCHMIDT 37
Jose BECKER 18
Michael PETROV 31
Mikhail MARTINEZ 34
Andrey WOLF 41
John WILLIAMS 29
Juan VARGA 66
Maria GARCIA 33
Elisabeth VARGA 59
Tatiana THOMAS 106
Svetlana RUSSO 24
Pavel NIELSEN 41
Aleksandra KOVALENKO 50
Hans WOLF 63
Tatyana RAMOS 29
Vladymyr MAGOMEDOV 30
Svetlana KOCH 67
Marta PEREZ 25
Ana WAGNER 60
Nykolai POPOVA 40
Maryia SILVA 31
Patrick PEREIRA 46
Josef POPOVA 58
Elena NOWAK 103
Elena DIAZ 64
Lyubov MORENO 39
Rosa DIAZ 69
Pavel KARLSSON 35
Piotr JOHNSON 91
Michael LOPEZ 29
Tatyana MÜLLER 30
Christine JOHANSSON 90
Anna BROWN 71
Maria GONZALEZ 30
Elena ANDERSSON 87
Anton RUIZ 21
Roman NIELSEN 98
Juan TORRES 53
Denis SOKOLOVA 37
Marta BRAUN 58
Evgeniy MARIN 33
Valentyna ROMERO 67
Vladymyr MEYER 37
Ana PEREIRA 30
Christine HANSEN 60
Hans ROSSI 72
Maryia SCHNEIDER 59
Francesco JIMENEZ 16
Thomas NOVIKOVA 31
Anton GUTIERREZ 91
Serhei KRAVCHENKO 89
Thomas MEYER 22
Josef BAUER 31
Alina GUTIERREZ 39
Petra ROMERO 59
Manfred NAGY 67
John MARTIN 52
Tomasz ROSSI 26
David FERNANDEZ 94
Aleksandra JOHNSON 96
Olga SMIRNOV 36
Eva WEBER 62
Ekaterina IVANOV 80
Nikolay ROSSI 36
Brigitte MILLER 36
Andrea KUZNETSOVA 34
Pavel BRAUN 61
Jan PETROVA 65
Andrea PETROVA 65
Maria RUSSO 59
Nikolay VOLKOVA 26
Alexander MOROZOVA 126
Robert MÜLLER 95
Monika KOVÁCS 20
Sandra IVANOVA 30
Giovanni IVANOVA 25
Anna GUTIERREZ 59
Anton NOWAK 32
Elisabeth SCHNEIDER 89
Svetlana SCHMIDT 61
Paul SHEVCHENKO 60
Oksana SMIRNOVA 45
Valentyna SZABÓ 34
Robert POPOV 27
Sergey BECKER 89
Maksim JENSEN 34
Giovanni SIMON 115
Yuliya ROMERO 29
Tomasz MOROZOVA 25
Nikolay SZABÓ 30
Igor PEREIRA 66
Nikolay THOMAS 28
Mariya SCHMID 22
Barbara TÓTH 24
Peter WILLIAMS 56
Marta NOVIKOVA 86
David FERREIRA 30
Olga MUÑOZ 85
Tatyana IVANOVA 32
Dmitriy ROMERO 70
Svetlana WOLF 25
David PEREIRA 26
Thomas RODRIGUEZ 33
John SIMON 34
Valentina KUZNETSOV 30
Ana PETROVA 31
Monika ROMERO 34
Juan PEREIRA 19
Yvan PETROV 30
Olha WILSON 26
Sergey PETROVA 67
Aleksandr HOFFMANN 63
Brigitte SCHMIDT 37
Maksim WILLIAMS 19
Rosa TÓTH 105
Thomas JOHANSSON 28
Valentina ROBERTS 63
Alexander RICHTER 27
Sandra KUZNETSOVA 56
Rosa SIMON 25
Elena SIMON 48
Lyubov FERNANDEZ 126
Vasylyi VASILEVA 29
Evgeniy KUZNETSOV 58
Martin HERNANDEZ 55
Paul PETROV 48
Juan EVANS 106
Yvan JOHNSON 93
Alina BROWN 62
Vladimir HOFFMANN 67
Marta MEIER 28
Valentina PETROVA 53
Maryia MAGOMEDOV 62
Barbara NOVIKOVA 56
Nykolai KUZNETSOV 88
Werner MILLER 27
Anne ZIMMERMANN 35
Josef KUZNETSOV 58
Ivan MEYER 23
Andreas ZIMMERMANN 30
Marina KUZNETSOVA 23
Francesco ROBERTS 31
Michael SMIRNOV 28
Monika HUBER 27
Peter ANDERSSON 30
Christian BECKER 41
Natalya MARIN 105
Michel BONDARENKO 32
Martin ALONSO 38
Elisabeth MORENO 31
Maria FERRARI 32
Antonio PETROVA 32
Barbara MÜLLER 28
Tatyana RUIZ 26
Daniel PETROVA 32
Paul WOLF 35
Hans KOVALENKO 31
Irina SHEVCHENKO 89
Olga BROWN 57
Jean SCHNEIDER 70
Marina VASILEVA 107
Paul HOFFMANN 36
Maksim FERRARI 21
Yuliya SCHMIDT 26
Serhei BAUER 28
Aleksandra SCHÄFER 57
Olga POPOVA 65
Brigitte KARLSSON 38
Olha GUTIERREZ 88
Marie KLEIN 59
Nikolay BRAUN 49
Nikolay RUSSO 30
Svetlana NAGY 70
Ekaterina SMIRNOVA 26
Ana HUBER 163
Alina HANSEN 34
Tatiana KUZNETSOVA 32
Alina MÜLLER 27
Claude RICHTER 23
Lyubov SMIRNOV 86
Igor SANCHEZ 36
Francesco KUZNETSOV 34
Yvan RODRIGUEZ 28
Pavel GONZALEZ 63
Aleksandr TAYLOR 66
Nadezhda ROBERTS 107
Giovanni NAGY 32
Vladimir FERREIRA 29
Wolfgang RICHTER 35
Barbara JOHANSSON 61
Vasylyi MOROZOVA 89
Yvan MARTINEZ 26
Elena DAVIES 87
Marta JIMENEZ 149
John KRAVCHENKO 31
Rosa DAVIES 13
Jose WILLIAMS 28
Martin VASILEVA 31
Pavel DAVIES 28
Vladymyr SANTOS 53
Werner MARTIN 30
Tatiana MARIN 25
Andrey NOWAK 27
Mária POPOV 80
Mária SCHÄFER 31
Nikolay BONDARENKO 24
Piotr POPOV 22
Valentyna BECKER 83
Natalya ZIMMERMANN 25
Elena GARCIA 31
Igor BAUER 65
Aleksandra KUZNETSOVA 32
Vladimir ROMERO 23
Svetlana JONES 58
Barbara SANCHEZ 35
Darya RAMOS 64
Monika KRAVCHENKO 55
Sergey ROSSI 28
Mikhail NIELSEN 36
Igor ANDERSSON 57
Evgeniy PETROVA 57
Christine PAVLOVA 117
Klaus WAGNER 24
Jean SOKOLOVA 35
Peter RUIZ 56
Tomasz WILSON 27
Brigitte COSTA 53
Evgeniy VARGA 56
Pavel FISCHER 31
Anne LOPEZ 22
Manfred RUIZ 115
Francesco SCHULZ 74
John SCHMID 35
Mariya KRAVCHENKO 25
Giuseppe MAGOMEDOV 58
Marta RUSSO 32
Maryia BRAUN 23
Eva ANDERSSON 23
Michel LOPEZ 29
Michel NOWAK 40
Michel HUBER 70
Daniel HOFFMANN 26
Francisco SHEVCHENKO 31
Alina TAYLOR 40
Laura GARCIA 28
Anastasiya SILVA 35
Andrea KOVALENKO 59
Nikolay KUZNETSOVA 34
Jan KOVALENKO 26
Manfred SCHMIDT 54
Vasylyi PEREZ 88
Werner LOPEZ 35
Antonio MORENO 37
Nikolay BAUER 105
Andreas KOVALENKO 46
Anne KOVALENKO 36
Giuseppe DAVIES 49
Valentyna KLEIN 63
Richard WILSON 23
Paul TORRES 24
Daniel SIMON 31
Maria HANSEN 27
Vladymyr SZABÓ 63
Andreas BECKER 23
Serhei KUZNETSOVA 62
Yvan ROSSI 30
Anne BECKER 63
Piotr NOVIKOVA 133
Werner JIMENEZ 32
Darya DIAZ 92
Evgeniy PEREIRA 60
Karin WOLF 25
Pavel TÓTH 53
Valentina MEYER 20
Aleksandra ZIMMERMANN 72
Alexander SANTOS 48
Martin GUTIERREZ 34
Wolfgang GARCIA 67
Peter WOLF 32
Andrey SILVA 27
Vera SIMON 61
Giuseppe SCHMIDT 33
Serhei ROBERTS 22
Claude KOCH 24
Mikhail POPOV 57
Manfred SMIRNOV 32
Peter BONDARENKO 32
Vladimir RAMOS 93
Paul BECKER 112
Thomas ROSSI 84
Igor ROBERTS 35
Antonio NIELSEN 17
Claude VOLKOVA 18
Serhei RODRIGUEZ 134
Yvan HERNANDEZ 42
Maria PETROVA 36
Anne SCHNEIDER 28
Andreas SCHNEIDER 30
Evgeniy GONZALEZ 25
Anne MARTIN 40
Mariya HERNANDEZ 25
Maryia HOFFMANN 56
Manfred JENSEN 34
Jose POPOVA 20
Olga WAGNER 31
Elena FISCHER 57
Laura NOWAK 62
Vladymyr BAUER 27
Olha ALONSO 38
Petra SANCHEZ 123
Manfred RODRIGUEZ 55
Valentyna COSTA 33
Vera RUIZ 89
Andrea PEREZ 103
Valentyna TORRES 112
Valentina JENSEN 96
Vasylyi DIAZ 60
Karin GONZALEZ 56
Vera POPOVA 33
Christian SANCHEZ 39
Nikolay WILLIAMS 30
Andreas BONDARENKO 45
Natalya MARTIN 29
Jan PEREZ 31
Anne BONDARENKO 41
Alexander SZABÓ 28
Laura MARTIN 57
Peter SANTOS 27
Barbara SILVA 21
Marta HANSEN 109
Alina FERRARI 60
Juan RUSSO 28
Jose EVANS 32
Valentyna ANDERSSON 124
Andrei FISCHER 29
Giovanni WILLIAMS 62
Sergey BROWN 59
Elisabeth KUZNETSOVA 27
Mario MAGOMEDOV 29
Sandra WILLIAMS 25
Tatyana WEBER 78
Patrick BONDARENKO 31
Yuliya TAYLOR 76
Vladimir THOMAS 91
Richard JENSEN 55
Anna POPOV 91
Giovanni MARTIN 63
Darya KUZNETSOV 91
Marina SZABÓ 57
Brigitte GONZALEZ 24
Svetlana BECKER 26
Christian SILVA 37
Andrea COSTA 18
Anna VASILEVA 79
Francesco JOHNSON 21
Thomas MOROZOVA 31
Lyubov KOVÁCS 55
Andrei KRAVCHENKO 30
Tomasz SCHULZ 34
Piotr KARLSSON 35
Petra SCHMIDT 34
Richard MARTIN 23
Vladymyr WAGNER 30
Valentyna GONZALEZ 34
Tatyana SANTOS 35
Mikhail FERREIRA 70
Monika BRAUN 26
Giuseppe IVANOV 116
Robert HUBER 97
Mario SMIRNOV 80
Jan TAYLOR 73
Karin VASILEVA 36
Denis KARLSSON 52
Nykolai VARGA 35
Marie FERREIRA 32
Vera SCHMIDT 23
Jean ANDERSSON 31
Josef SHEVCHENKO 75
Michael BROWN 60
Andreas ALVAREZ 72
Nykolai SHEVCHENKO 27
Ana KARLSSON 65
Francisco NIELSEN 33
Manfred ROBERTS 49
Irina TAYLOR 38
Yvan VOLKOVA 32
Patrick MARTINEZ 65
Laura SMITH 33
Claude FERREIRA 40
Nikolay BROWN 83
Jose ZIMMERMANN 31
Robert MUÑOZ 27
Tatyana RICHTER 26
Mario KRAVCHENKO 41
Wolfgang MARIN 63
Barbara SMITH 22
David DAVIES 38
Monika SMIRNOVA 70
Aleksandra THOMAS 26
Vladimir MARTIN 27
Daniel PEREZ 63
Marta SANCHEZ 63
Marta SCHÄFER 47
Vera KARLSSON 53
David MARTINEZ 78
Ekaterina RUIZ 32
Angela GONZALEZ 62
Sergey PAVLOVA 122
Giovanni ROBERTS 59
Sandra ROBERTS 21
Lyubov JOHNSON 23
Andrei NAVARRO 27
Francisco SILVA 31
Andrei KUZNETSOVA 24
Martin RUIZ 26
Andrei HERNANDEZ 22
Ekaterina FISCHER 38
Mikhail PETROVA 26
Pavel ROMERO 30
Andreas HOFFMANN 119
Barbara SZABÓ 24
Anne HOFFMANN 56
Peter NAGY 28
Juan TAYLOR 23
Anastasiya VASILEVA 25
Aleksandr JONES 94
Ekaterina KUZNETSOVA 50
Angela WOLF 26
Wolfgang NAGY 27
Jean FERREIRA 29
Vladymyr ZIMMERMANN 61
Ivan KOVÁCS 24
Monika PEREIRA 64
Denis LOPEZ 92
Anton NAGY 75
Petra JENSEN 72
Maryia KRAVCHENKO 24
Mariya BRAUN 96
Mária WOLF 26
Christine SHEVCHENKO 25
Denis KLEIN 27
Nadezhda SCHULZ 32
Maryia WEBER 72
Claude MEYER 34
Angela KARLSSON 28
Mária GOMEZ 61
Richard SCHÄFER 38
Yuliya PETROV 71
Vladymyr PEREIRA 84
Martin KOCH 59
Nadezhda WEBER 45
Darya VARGA 24
Olga FERREIRA 67
Giovanni MORENO 25
Yuliya FISCHER 36
Dmitriy SCHULZ 37
Sandra MORENO 29
Michael MAGOMEDOV 96
Natalya PETROV 37
Robert BROWN 31
Laura SCHNEIDER 32
David LOPEZ 101
Thomas KUZNETSOVA 61
Yuliya MARTIN 32
Christine HOFFMANN 50
Juan HANSEN 108
Francisco GARCIA 94
Roman BROWN 28
Klaus SMIRNOVA 31
Pavel PAVLOVA 67
Olha NAGY 49
Roman GONZALEZ 27
Michael THOMAS 30
Peter KOVÁCS 37
Olha VOLKOVA 25
Klaus WILSON 95
Dmitriy SANTOS 98
Igor SCHULZ 27
Anastasiya ZIMMERMANN 66
Tomasz RUSSO 27
Giuseppe PEREIRA 70
Anna IVANOVA 35
Lyubov TAYLOR 20
Richard KRAVCHENKO 67
Pavel SCHULZ 95
Nykolai COSTA 26
Valentina MARTIN 31
Juan NOVIKOVA 35
Juan JONES 31
Peter HUBER 53
John SCHNEIDER 32
Serhei PEREIRA 93
Anton THOMAS 25
Nykolai MILLER 27
Valentyna KARLSSON 16
Francesco TORRES 40
Brigitte ROMERO 33
Karin NOVIKOVA 35
Jan KARLSSON 31
Roman SMIRNOVA 62
Brigitte MAGOMEDOV 74
Aleksey PETROVA 27
Olga SCHÄFER 28
Eva ROBERTS 48
Aleksandr BROWN 61
Wolfgang SANCHEZ 50
Daniel ZIMMERMANN 27
Evgeniy RUIZ 68
Irina WILSON 22
Maria BONDARENKO 26
Rosa SMITH 24
Olha SCHÄFER 39
Elena MÜLLER 26
Lyubov SILVA 33
Monika NAGY 27
Barbara JOHNSON 30
Rosa MÜLLER 54
Hans BRAUN 27
Natalya DIAZ 29
Monika JOHANSSON 30
Sergey SHEVCHENKO 99
Oksana BRAUN 127
Yuliya THOMAS 79
Tomasz HOFFMANN 28
Mariya MORENO 35
Vera SANCHEZ 51
Angela KOVÁCS 17
Tatiana SOKOLOVA 37
Michel MEIER 40
Alexander RAMOS 54
Andrea EVANS 27
Robert SCHULZ 95
Alexander VASILEVA 39
Claude MÜLLER 29
Michael NIELSEN 31
Anastasiya KOCH 29
Mariya NOWAK 28
Olha MARTIN 22
Lyubov VARGA 116
Daniel TAYLOR 60
Monika NAVARRO 22
Anne VARGA 52
Andreas VARGA 25
Richard SANCHEZ 101
Olha JONES 94
David MOROZOVA 27
Anne KLEIN 22
Alina PETROV 28
Andreas KLEIN 28
Vladimir WAGNER 29
Eva WILSON 123
Richard JOHNSON 28
Anastasiya SCHMIDT 27
Tomasz BRAUN 29
Barbara ROBERTS 33
Sergey SOKOLOVA 38
Igor JIMENEZ 28
Evgeniy FERREIRA 120
Jose RUIZ 27
Andreas SMITH 91
Klaus JOHANSSON 27
Piotr TAYLOR 35
Oksana JOHNSON 85
Antonio SZABÓ 23
Francesco RUSSO 47
Piotr ROSSI 37
Jean WILSON 32
Ivan JENSEN 59
Yvan BAUER 28
Patrick PETROVA 67
Barbara SOKOLOVA 29
Paul MUÑOZ 28
Vera MARIN 63
Aleksey ROSSI 84
Daniel KARLSSON 33
Denis HANSEN 52
Francisco SANTOS 53
Eva MEIER 55
Andrey SMIRNOVA 34
Mariya JIMENEZ 60
Thomas GUTIERREZ 174
Daniel KOVÁCS 99
Nadezhda ROMERO 68
Valentyna VASILEVA 35
Brigitte SMIRNOVA 28
David FERRARI 47
Richard RUSSO 32
Mario SANCHEZ 35
Karin JOHNSON 30
Irina ANDERSSON 63
Aleksey BECKER 25
Elena SCHULZ 49
Andreas VOLKOVA 57
Juan GOMEZ 17
